item_id,date,p10,p50,p90
client_12,2014-11-02T02:00:00Z,-22.068213695087664,6.660317400115916,36.81037054355681
client_12,2014-11-02T03:00:00Z,-18.90814376968386,12.61763406581053,43.20791000595043
client_12,2014-11-02T04:00:00Z,-22.023591239160403,13.913925907777775,41.38987801247637
client_12,2014-11-02T05:00:00Z,-26.347604724022823,3.517386946713592,34.37672218817543
client_12,2014-11-02T06:00:00Z,-36.06044180752865,4.625597754175998,32.59333506293094
client_12,2014-11-02T07:00:00Z,-20.500459403601425,9.771991239914774,41.09904532039801
client_12,2014-11-02T08:00:00Z,9.668949397334117,41.53512489387273,67.90082203091285
client_12,2014-11-02T09:00:00Z,32.19009616828046,69.55482209655348,108.25582062970282
client_12,2014-11-02T10:00:00Z,64.3442136899636,103.81776581998012,124.23253427540098
client_12,2014-11-02T11:00:00Z,69.37080391136404,105.6415536698844,128.7592186892651
client_12,2014-11-02T12:00:00Z,61.91701734220693,88.27760447583746,119.47171165732286
client_12,2014-11-02T13:00:00Z,47.601953551988565,80.30344414356055,113.54224770051522
client_12,2014-11-02T14:00:00Z,48.956757606486455,77.05150365337458,100.27690786310077
client_12,2014-11-02T15:00:00Z,50.689846235591816,81.43894846578395,112.96124367943169
client_12,2014-11-02T16:00:00Z,55.248165757412295,90.99492637779605,134.41219581615923
client_12,2014-11-02T17:00:00Z,62.009325247090686,94.41684049060053,128.7281298266377
client_12,2014-11-02T18:00:00Z,64.27357059432309,90.21329235434855,126.11189253611785
client_12,2014-11-02T19:00:00Z,40.30892938557942,78.25081744135147,105.65425409359862
client_12,2014-11-02T20:00:00Z,31.988141840071606,64.53741305083739,99.19016460113608
client_12,2014-11-02T21:00:00Z,29.376119345069423,57.9614285072979,91.93736158324782
client_12,2014-11-02T22:00:00Z,9.658612679585723,40.38081406723958,79.2068604316384
client_12,2014-11-02T23:00:00Z,9.216876684684756,40.031876576260494,70.24685030070015
