item_id,date,p10,p50,p90
client_12,2014-11-01T21:00:00Z,42.1925697327,46.3302955627,52.2381896973
client_12,2014-11-01T22:00:00Z,42.0775108337,46.5824813843,52.3650932312
client_12,2014-11-01T23:00:00Z,39.1407737732,45.0574493408,49.3314819336
client_12,2014-11-02T00:00:00Z,41.8907165527,46.8255081177,52.5696601868
client_12,2014-11-02T01:00:00Z,44.4947776794,48.8052558899,54.3225593567
client_12,2014-11-02T02:00:00Z,46.2280502319,50.6456336975,55.7319564819
client_12,2014-11-02T03:00:00Z,38.3620262146,43.2898788452,48.1492195129
client_12,2014-11-02T04:00:00Z,38.1261482239,41.6109809875,46.4336738586
client_12,2014-11-02T05:00:00Z,41.3287124634,45.2162590027,50.7705307007
client_12,2014-11-02T06:00:00Z,40.8233604431,45.5204162598,48.517288208
client_12,2014-11-02T07:00:00Z,38.7617034912,43.079208374,47.5135040283
client_12,2014-11-02T08:00:00Z,31.9459934235,37.2464141846,43.2471466064
client_12,2014-11-02T09:00:00Z,33.1470413208,39.2956542969,43.9467811584
client_12,2014-11-02T10:00:00Z,36.5408706665,40.6053848267,45.9310951233
client_12,2014-11-02T11:00:00Z,35.1029891968,39.8882141113,43.712677002
client_12,2014-11-02T12:00:00Z,37.1830749512,41.1239242554,44.6629371643
client_12,2014-11-02T13:00:00Z,37.2592811584,41.6400756836,46.3585319519
client_12,2014-11-02T14:00:00Z,37.9417877197,43.4545059204,48.4828720093
client_12,2014-11-02T15:00:00Z,34.0968399048,38.1989631653,42.9283752441
client_12,2014-11-02T16:00:00Z,36.017364502,40.1479148865,44.6646385193
client_12,2014-11-02T17:00:00Z,38.9271888733,44.0862350464,48.9863739014
client_12,2014-11-02T18:00:00Z,38.4578285217,43.3533935547,48.2982940674
client_12,2014-11-02T19:00:00Z,34.2043190002,38.7431144714,44.4651832581
client_12,2014-11-02T20:00:00Z,37.3694953918,41.7528266907,46.2553405762
client_12,2014-11-02T21:00:00Z,40.1839485168,45.1348571777,49.0840492249
client_12,2014-11-02T22:00:00Z,41.3944702148,44.9853553772,49.1421356201
client_12,2014-11-02T23:00:00Z,37.9820899963,42.2237739563,46.8437347412
